spec,CWE,class,className,method,location,error,expecting
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01484,BenchmarkTest01484,doPost,BenchmarkTest01484.java:64,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01486,BenchmarkTest01486,doPost,BenchmarkTest01486.java:64,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01486,BenchmarkTest01486,doPost,BenchmarkTest01486.java:64,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01489,BenchmarkTest01489,doPost,BenchmarkTest01489.java:58,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01489,BenchmarkTest01489,doPost,BenchmarkTest01489.java:58,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01565,BenchmarkTest01565,doPost,BenchmarkTest01565.java:64,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01565,BenchmarkTest01565,doPost,BenchmarkTest01565.java:64,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01566,BenchmarkTest01566,doPost,BenchmarkTest01566.java:58,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01566,BenchmarkTest01566,doPost,BenchmarkTest01566.java:58,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01634,BenchmarkTest01634,doPost,BenchmarkTest01634.java:88,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01634,BenchmarkTest01634,doPost,BenchmarkTest01634.java:88,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01637,BenchmarkTest01637,doPost,BenchmarkTest01637.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01637,BenchmarkTest01637,doPost,BenchmarkTest01637.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01638,BenchmarkTest01638,doPost,BenchmarkTest01638.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01638,BenchmarkTest01638,doPost,BenchmarkTest01638.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01639,BenchmarkTest01639,doPost,BenchmarkTest01639.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01639,BenchmarkTest01639,doPost,BenchmarkTest01639.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01641,BenchmarkTest01641,doPost,BenchmarkTest01641.java:80,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01641,BenchmarkTest01641,doPost,BenchmarkTest01641.java:80,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01740,BenchmarkTest01740,doPost,BenchmarkTest01740.java:57,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01740,BenchmarkTest01740,doPost,BenchmarkTest01740.java:57,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01741,BenchmarkTest01741,doPost,BenchmarkTest01741.java:57,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01741,BenchmarkTest01741,doPost,BenchmarkTest01741.java:57,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01742,BenchmarkTest01742,doPost,BenchmarkTest01742.java:57,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01742,BenchmarkTest01742,doPost,BenchmarkTest01742.java:57,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01822,BenchmarkTest01822,doPost,BenchmarkTest01822.java:83,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01822,BenchmarkTest01822,doPost,BenchmarkTest01822.java:83,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01823,BenchmarkTest01823,doPost,BenchmarkTest01823.java:83,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01823,BenchmarkTest01823,doPost,BenchmarkTest01823.java:83,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01829,BenchmarkTest01829,doPost,BenchmarkTest01829.java:75,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01829,BenchmarkTest01829,doPost,BenchmarkTest01829.java:75,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01830,BenchmarkTest01830,doPost,BenchmarkTest01830.java:75,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01830,BenchmarkTest01830,doPost,BenchmarkTest01830.java:75,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01895,BenchmarkTest01895,doPost,BenchmarkTest01895.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01895,BenchmarkTest01895,doPost,BenchmarkTest01895.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01897,BenchmarkTest01897,doPost,BenchmarkTest01897.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01897,BenchmarkTest01897,doPost,BenchmarkTest01897.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01898,BenchmarkTest01898,doPost,BenchmarkTest01898.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01898,BenchmarkTest01898,doPost,BenchmarkTest01898.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01900,BenchmarkTest01900,doPost,BenchmarkTest01900.java:61,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01900,BenchmarkTest01900,doPost,BenchmarkTest01900.java:61,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01978,BenchmarkTest01978,doPost,BenchmarkTest01978.java:77,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01978,BenchmarkTest01978,doPost,BenchmarkTest01978.java:77,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01980,BenchmarkTest01980,doPost,BenchmarkTest01980.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01980,BenchmarkTest01980,doPost,BenchmarkTest01980.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01981,BenchmarkTest01981,doPost,BenchmarkTest01981.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01981,BenchmarkTest01981,doPost,BenchmarkTest01981.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02017,BenchmarkTest02017,doPost,BenchmarkTest02017.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02017,BenchmarkTest02017,doPost,BenchmarkTest02017.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02018,BenchmarkTest02018,doPost,BenchmarkTest02018.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02018,BenchmarkTest02018,doPost,BenchmarkTest02018.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02019,BenchmarkTest02019,doPost,BenchmarkTest02019.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02019,BenchmarkTest02019,doPost,BenchmarkTest02019.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02020,BenchmarkTest02020,doPost,BenchmarkTest02020.java:69,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02020,BenchmarkTest02020,doPost,BenchmarkTest02020.java:69,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02022,BenchmarkTest02022,doPost,BenchmarkTest02022.java:63,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02022,BenchmarkTest02022,doPost,BenchmarkTest02022.java:63,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02023,BenchmarkTest02023,doPost,BenchmarkTest02023.java:63,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02023,BenchmarkTest02023,doPost,BenchmarkTest02023.java:63,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02101,BenchmarkTest02101,doPost,BenchmarkTest02101.java:62,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02101,BenchmarkTest02101,doPost,BenchmarkTest02101.java:62,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02192,BenchmarkTest02192,doPost,BenchmarkTest02192.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02192,BenchmarkTest02192,doPost,BenchmarkTest02192.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02193,BenchmarkTest02193,doPost,BenchmarkTest02193.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02193,BenchmarkTest02193,doPost,BenchmarkTest02193.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02194,BenchmarkTest02194,doPost,BenchmarkTest02194.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02194,BenchmarkTest02194,doPost,BenchmarkTest02194.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02195,BenchmarkTest02195,doPost,BenchmarkTest02195.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02195,BenchmarkTest02195,doPost,BenchmarkTest02195.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02290,BenchmarkTest02290,doPost,BenchmarkTest02290.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02290,BenchmarkTest02290,doPost,BenchmarkTest02290.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02291,BenchmarkTest02291,doPost,BenchmarkTest02291.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02291,BenchmarkTest02291,doPost,BenchmarkTest02291.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02292,BenchmarkTest02292,doPost,BenchmarkTest02292.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02292,BenchmarkTest02292,doPost,BenchmarkTest02292.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02293,BenchmarkTest02293,doPost,BenchmarkTest02293.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02293,BenchmarkTest02293,doPost,BenchmarkTest02293.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02294,BenchmarkTest02294,doPost,BenchmarkTest02294.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02294,BenchmarkTest02294,doPost,BenchmarkTest02294.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02295,BenchmarkTest02295,doPost,BenchmarkTest02295.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02295,BenchmarkTest02295,doPost,BenchmarkTest02295.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02373,BenchmarkTest02373,doPost,BenchmarkTest02373.java:64,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02373,BenchmarkTest02373,doPost,BenchmarkTest02373.java:64,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02374,BenchmarkTest02374,doPost,BenchmarkTest02374.java:64,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02374,BenchmarkTest02374,doPost,BenchmarkTest02374.java:64,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02375,BenchmarkTest02375,doPost,BenchmarkTest02375.java:58,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02375,BenchmarkTest02375,doPost,BenchmarkTest02375.java:58,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02458,BenchmarkTest02458,doPost,BenchmarkTest02458.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02458,BenchmarkTest02458,doPost,BenchmarkTest02458.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02548,BenchmarkTest02548,doPost,BenchmarkTest02548.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02548,BenchmarkTest02548,doPost,BenchmarkTest02548.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02549,BenchmarkTest02549,doPost,BenchmarkTest02549.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02549,BenchmarkTest02549,doPost,BenchmarkTest02549.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02550,BenchmarkTest02550,doPost,BenchmarkTest02550.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02550,BenchmarkTest02550,doPost,BenchmarkTest02550.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02658,BenchmarkTest02658,doPost,BenchmarkTest02658.java:65,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02658,BenchmarkTest02658,doPost,BenchmarkTest02658.java:65,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02660,BenchmarkTest02660,doPost,BenchmarkTest02660.java:63,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02660,BenchmarkTest02660,doPost,BenchmarkTest02660.java:63,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02661,BenchmarkTest02661,doPost,BenchmarkTest02661.java:63,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02661,BenchmarkTest02661,doPost,BenchmarkTest02661.java:63,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02663,BenchmarkTest02663,doPost,BenchmarkTest02663.java:57,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest02663,BenchmarkTest02663,doPost,BenchmarkTest02663.java:57,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyManagerFactorySpec,-,org.apache.tomcat.util.net.SSLUtilBase,SSLUtilBase,getKeyManagers,SSLUtilBase.java:370,UnsafeAlgorithm,expecting one of PKIX,SunX509 but found SunX509.
KeyPairSpec,-,org.owasp.benchmark.helpers.Utils,Utils,getCipher,Utils.java:411,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.hsqldb.rights.GranteeManager,GranteeManager,digest,Unknown Source,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.hsqldb.rights.GranteeManager,GranteeManager,digest,Unknown Source,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found MD5.
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00003,BenchmarkTest00003,doPost,BenchmarkTest00003.java:86,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00003,BenchmarkTest00003,doPost,BenchmarkTest00003.java:86,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found MD5.
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00003,BenchmarkTest00003,doPost,BenchmarkTest00003.java:88,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00029,BenchmarkTest00029,doPost,BenchmarkTest00029.java:71,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00029,BenchmarkTest00029,doPost,BenchmarkTest00029.java:71,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found MD5.
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00029,BenchmarkTest00029,doPost,BenchmarkTest00029.java:73,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00046,BenchmarkTest00046,doPost,BenchmarkTest00046.java:65,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00046,BenchmarkTest00046,doPost,BenchmarkTest00046.java:65,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found MD5.
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00046,BenchmarkTest00046,doPost,BenchmarkTest00046.java:67,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00070,BenchmarkTest00070,doPost,BenchmarkTest00070.java:88,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00070,BenchmarkTest00070,doPost,BenchmarkTest00070.java:88,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found .
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00070,BenchmarkTest00070,doPost,BenchmarkTest00070.java:90,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00071,BenchmarkTest00071,doPost,BenchmarkTest00071.java:88,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00071,BenchmarkTest00071,doPost,BenchmarkTest00071.java:88,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found .
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00071,BenchmarkTest00071,doPost,BenchmarkTest00071.java:90,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00073,BenchmarkTest00073,doPost,BenchmarkTest00073.java:102,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00073,BenchmarkTest00073,doPost,BenchmarkTest00073.java:102,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found MD5.
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00073,BenchmarkTest00073,doPost,BenchmarkTest00073.java:104,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00074,BenchmarkTest00074,doPost,BenchmarkTest00074.java:92,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00074,BenchmarkTest00074,doPost,BenchmarkTest00074.java:92,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found MD5.
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00074,BenchmarkTest00074,doPost,BenchmarkTest00074.java:94,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00141,BenchmarkTest00141,doPost,BenchmarkTest00141.java:82,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00141,BenchmarkTest00141,doPost,BenchmarkTest00141.java:82,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found .
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00141,BenchmarkTest00141,doPost,BenchmarkTest00141.java:84,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00143,BenchmarkTest00143,doPost,BenchmarkTest00143.java:92,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00143,BenchmarkTest00143,doPost,BenchmarkTest00143.java:92,UnsafeAlgorithm,expecting one of {SHA-256, SHA-384, SHA-512} but found MD5.
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00143,BenchmarkTest00143,doPost,BenchmarkTest00143.java:94,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,328,org.owasp.benchmark.testcode.BenchmarkTest00223,BenchmarkTest00223,doPost,BenchmarkTest00223.java:92,InvalidSequenceOfMethodCalls,unknown
