Spec,class,className,method,message
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00163,BenchmarkTest00163,doPost,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01830,BenchmarkTest01830,doPost,algorithm: DES/ECB/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest02660,BenchmarkTest02660,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00902,BenchmarkTest00902,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00902,BenchmarkTest00902,doGet,Random() called
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest01244,BenchmarkTest01244,doPost,algorithm: SHA1
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest02063,BenchmarkTest02063,doPost,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00254,BenchmarkTest00254,doPost,algorithm: DES/CBC/PKCS5PADDING
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest01124,BenchmarkTest01124,doPost,algorithm: MD5
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest02418,BenchmarkTest02418,doPost,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest02020,BenchmarkTest02020,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00355,BenchmarkTest00355,doPost,algorithm: DES/ECB/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01150,BenchmarkTest01150,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00790,BenchmarkTest00790,doPost,algorithm: SHA1
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00790,BenchmarkTest00790,doGet,algorithm: SHA1
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00269,BenchmarkTest00269,doPost,algorithm: SHA1
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00531,BenchmarkTest00531,doPost,algorithm: SHA1
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01978,BenchmarkTest01978,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00945,BenchmarkTest00945,doPost,algorithm: DES/ECB/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00779,BenchmarkTest00779,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00779,BenchmarkTest00779,doGet,algorithm: DES/CBC/PKCS5Padding
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest02577,BenchmarkTest02577,doPost,algorithm: MD5
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest02577,BenchmarkTest02577,doGet,algorithm: MD5
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00208,BenchmarkTest00208,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest01247,BenchmarkTest01247,doPost,algorithm: MD5
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01675,BenchmarkTest01675,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01675,BenchmarkTest01675,doGet,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest02702,BenchmarkTest02702,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest02702,BenchmarkTest02702,doGet,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00691,BenchmarkTest00691,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01273,BenchmarkTest01273,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01273,BenchmarkTest01273,doGet,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest02194,BenchmarkTest02194,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01855,BenchmarkTest01855,doPost,Random() called
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00710,BenchmarkTest00710,doPost,algorithm: MD5
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest02003,BenchmarkTest02003,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00023,BenchmarkTest00023,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00168,BenchmarkTest00168,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00238,BenchmarkTest00238,doPost,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest02022,BenchmarkTest02022,doPost,algorithm: DES/ECB/PKCS5Padding
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01680,BenchmarkTest01680,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01680,BenchmarkTest01680,doGet,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01565,BenchmarkTest01565,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00356,BenchmarkTest00356,doPost,algorithm: DES/ECB/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01639,BenchmarkTest01639,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01639,BenchmarkTest01639,doGet,algorithm: DES/CBC/PKCS5Padding
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00234,BenchmarkTest00234,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest02606,BenchmarkTest02606,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest02606,BenchmarkTest02606,doGet,Random() called
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00046,BenchmarkTest00046,doPost,algorithm: MD5
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00046,BenchmarkTest00046,doGet,algorithm: MD5
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest00124,BenchmarkTest00124,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00162,BenchmarkTest00162,doPost,Random() called
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest02213,BenchmarkTest02213,doPost,algorithm: SHA1
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest02213,BenchmarkTest02213,doGet,algorithm: SHA1
rule_R01,org.owasp.benchmark.testcode.BenchmarkTest00268,BenchmarkTest00268,doPost,algorithm: SHA1
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01356,BenchmarkTest01356,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01603,BenchmarkTest01603,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest00652,BenchmarkTest00652,doPost,Random() called
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01228,BenchmarkTest01228,doPost,algorithm: DES/CBC/PKCS5Padding
rule_R02,org.owasp.benchmark.testcode.BenchmarkTest01228,BenchmarkTest01228,doGet,algorithm: DES/CBC/PKCS5Padding
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01278,BenchmarkTest01278,doPost,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01278,BenchmarkTest01278,doGet,Random() called
rule_R18,org.owasp.benchmark.testcode.BenchmarkTest01431,BenchmarkTest01431,doPost,Random() called
